Time,Open,High,Low,Close,Change,Volume
10/02/14,1945.83,1952.32,1926.42,1946.17,0.0099999999999909,0
10/01/14,1971.44,1971.44,1941.72,1946.16,-26.13,0
09/30/14,1978.21,1985.17,1968.96,1972.29,-5.51,0
09/29/14,1978.96,1981.28,1964.33,1977.8,-5.05,0
09/26/14,1966.22,1986.37,1966.22,1982.85,16.86,0
09/25/14,1997.32,1997.32,1965.99,1965.99,-32.31,0
09/24/14,1983.34,1999.79,1979.05,1998.3,15.53,0
09/23/14,1992.78,1995.34,1982.77,1982.77,-11.52,0
09/22/14,2009.08,2009.08,1991.01,1994.29,-16.11,0
09/19/14,2012.74,2019.26,2006.59,2010.4,-0.95999999999981,0
09/18/14,2003.07,2012.34,2003.07,2011.36,9.79,0
09/17/14,1999.3,2010.74,1993.29,2001.57,2.5899999999999,0
09/16/14,1981.93,2002.28,1979.77,1998.98,14.85,0
09/15/14,1986.04,1987.18,1978.48,1984.13,-1.4099999999999,0
09/12/14,1996.74,1996.74,1980.26,1985.54,-11.91,0
09/11/14,1992.85,1997.65,1985.93,1997.45,1.76,0
09/10/14,1988.41,1996.66,1983.01,1995.69,7.25,0
09/09/14,2000.73,2001.01,1984.61,1988.44,-13.1,0
09/08/14,2007.17,2007.17,1995.6,2001.54,-6.1700000000001,0
09/05/14,1998,2007.71,1990.1,2007.71,10.06,0
09/04/14,2001.67,2011.17,1992.54,1997.65,-3.0699999999999,0
09/03/14,2003.57,2009.28,1998.14,2000.72,-1.5599999999999,0
09/02/14,2004.07,2006.12,1994.85,2002.28,-1.0899999999999,0
08/29/14,1998.45,2003.38,1994.65,2003.37,6.6299999999999,0
08/28/14,1997.42,1998.55,1990.52,1996.74,-3.3799999999999,0
08/27/14,2000.54,2002.14,1996.2,2000.12,0.099999999999909,0
08/26/14,1998.59,2005.04,1998.59,2000.02,2.0999999999999,0
08/25/14,1991.74,2001.95,1991.74,1997.92,9.52,0
08/22/14,1992.6,1993.54,1984.76,1988.4,-3.9699999999998,0
08/21/14,1986.82,1994.76,1986.82,1992.37,5.8599999999999,0
08/20/14,1980.46,1988.57,1977.68,1986.51,4.9100000000001,0
08/19/14,1972.73,1982.57,1972.73,1981.6,9.8599999999999,0
08/18/14,1958.36,1971.99,1958.36,1971.74,16.68,0
08/15/14,1958.87,1964.04,1941.5,1955.06,-0.12000000000012,0
08/14/14,1947.41,1955.23,1947.41,1955.18,8.46,0
08/13/14,1935.6,1948.41,1935.6,1946.72,12.97,0
08/12/14,1935.73,1939.65,1928.29,1933.75,-3.1700000000001,0
08/11/14,1933.43,1944.9,1933.43,1936.92,5.3300000000002,0
08/08/14,1910.35,1932.38,1909.01,1931.59,22.02,0
08/07/14,1923.03,1928.89,1904.78,1909.57,-10.67,0
08/06/14,1917.29,1927.91,1911.45,1920.24,0.029999999999973,0
08/05/14,1936.34,1936.34,1913.77,1920.21,-18.78,0
08/04/14,1926.62,1942.92,1921.2,1938.99,13.84,0
08/01/14,1929.8,1936.97,1916.37,1925.15,-5.52,0
07/31/14,1965.14,1965.14,1930.67,1930.67,-39.4,0
07/30/14,1973.21,1978.9,1962.42,1970.07,0.11999999999989,0
07/29/14,1980.03,1984.85,1969.95,1969.95,-8.96,0
07/28/14,1978.25,1981.52,1967.31,1978.91,0.57000000000016,0
07/25/14,1984.6,1984.6,1974.37,1978.34,-9.6400000000001,0
07/24/14,1988.07,1991.39,1985.79,1987.98,0.97000000000003,0
07/23/14,1985.32,1989.23,1982.44,1987.01,3.48,0
07/22/14,1975.65,1986.24,1975.65,1983.53,9.8999999999999,0
07/21/14,1976.93,1976.93,1965.77,1973.63,-4.5899999999999,0
07/18/14,1961.54,1979.91,1960.82,1978.22,20.1,0
07/17/14,1979.75,1981.8,1955.59,1958.12,-23.45,0
07/16/14,1976.35,1983.94,1975.67,1981.57,8.29,0
07/15/14,1977.36,1982.52,1965.34,1973.28,-3.8199999999999,0
07/14/14,1969.86,1979.85,1969.86,1977.1,9.53,0
07/11/14,1965.76,1968.67,1959.63,1967.57,2.8899999999999,0
07/10/14,1966.67,1969.84,1952.86,1964.68,-8.1499999999999,0
07/09/14,1965.1,1974.15,1965.1,1972.83,9.1199999999999,0
07/08/14,1976.39,1976.39,1959.46,1963.71,-13.94,0
07/07/14,1984.22,1984.22,1974.88,1977.65,-7.79,0
07/03/14,1975.88,1985.59,1975.88,1985.44,10.82,0
07/02/14,1973.06,1976.67,1972.58,1974.62,1.3,0
07/01/14,1962.29,1978.58,1962.29,1973.32,13.09,0
06/30/14,1960.79,1964.24,1958.22,1960.23,-0.73000000000002,0
06/27/14,1956.56,1961.47,1952.18,1960.96,3.74,0
06/26/14,1959.89,1959.89,1944.69,1957.22,-2.3099999999999,0
06/25/14,1949.27,1960.83,1947.49,1959.53,9.55,0
06/24/14,1961.97,1968.17,1948.34,1949.98,-12.63,0
06/23/14,1962.92,1963.74,1958.89,1962.61,-0.25999999999999,0
06/20/14,1960.45,1963.91,1959.17,1962.87,3.3899999999999,0
06/19/14,1957.5,1959.87,1952.26,1959.48,2.5,0
06/18/14,1942.73,1957.74,1939.29,1956.98,14.99,0
06/17/14,1937.15,1943.69,1933.55,1941.99,4.21,0
06/16/14,1934.84,1941.15,1930.91,1937.78,1.6199999999999,0
06/13/14,1930.8,1937.3,1927.69,1936.16,6.0500000000002,0
06/12/14,1943.35,1943.35,1925.78,1930.11,-13.78,0
06/11/14,1949.37,1949.37,1940.08,1943.89,-6.8999999999999,0
06/10/14,1950.34,1950.86,1944.64,1950.79,-0.48000000000002,0
06/09/14,1948.97,1955.55,1947.16,1951.27,1.8299999999999,0
06/06/14,1942.41,1949.44,1942.41,1949.44,8.98,0
06/05/14,1928.52,1941.74,1922.93,1940.46,12.58,0
06/04/14,1923.06,1928.63,1918.6,1927.88,3.6400000000001,0
06/03/14,1923.07,1925.07,1918.79,1924.24,-0.73000000000002,0
06/02/14,1923.87,1925.88,1915.98,1924.97,1.4000000000001,0
05/30/14,1920.33,1924.03,1916.64,1923.57,3.54,0
05/29/14,1910.6,1920.03,1909.82,1920.03,10.25,0
05/28/14,1911.77,1914.46,1907.3,1909.78,-2.1300000000001,0
05/27/14,1902.01,1912.28,1902.01,1911.91,11.38,0
05/23/14,1893.32,1901.26,1893.32,1900.53,8.04,0
05/22/14,1888.19,1896.33,1885.39,1892.49,4.46,0
05/21/14,1873.34,1888.8,1873.34,1888.03,15.2,0
05/20/14,1884.88,1884.88,1868.14,1872.83,-12.25,0
05/19/14,1876.66,1886,1872.42,1885.08,7.22,0
05/16/14,1871.19,1878.28,1864.82,1877.86,7.01,0
05/15/14,1888.16,1888.16,1862.36,1870.85,-17.68,0
05/14/14,1897.13,1897.13,1885.77,1888.53,-8.9200000000001,0
05/13/14,1896.75,1902.17,1896.06,1897.45,0.79999999999995,0
05/12/14,1880.03,1897.13,1880.03,1896.65,18.17,0
05/09/14,1875.27,1878.57,1867.1,1878.48,2.8499999999999,0
05/08/14,1877.39,1889.07,1870.05,1875.63,-2.5799999999999,0
05/07/14,1868.53,1878.83,1860.29,1878.21,10.49,0
05/06/14,1883.69,1883.69,1867.72,1867.72,-16.94,0
05/05/14,1879.45,1885.51,1866.77,1884.66,3.52,0
05/02/14,1885.3,1891.33,1878.5,1881.14,-2.54,0
05/01/14,1884.39,1888.59,1878.04,1883.68,-0.26999999999998,0
04/30/14,1877.1,1885.2,1872.69,1883.95,5.6200000000001,0
04/29/14,1870.78,1880.6,1870.78,1878.33,8.8999999999999,0
04/28/14,1865,1877.01,1850.61,1869.43,6.03,0
04/25/14,1877.72,1877.72,1859.7,1863.4,-15.21,0
04/24/14,1881.97,1884.06,1870.24,1878.61,3.2199999999998,0
04/23/14,1879.32,1879.75,1873.91,1875.39,-4.1599999999999,0
04/22/14,1872.57,1884.89,1872.57,1879.55,7.6599999999999,0
04/21/14,1865.79,1871.89,1863.18,1871.89,7.0400000000002,0
04/17/14,1861.73,1869.63,1856.72,1864.85,2.54,0
04/16/14,1846.01,1862.31,1846.01,1862.31,19.33,0
04/15/14,1831.45,1844.02,1816.29,1842.98,12.37,0
04/14/14,1818.18,1834.19,1815.8,1830.61,14.92,0
04/11/14,1830.65,1835.07,1814.36,1815.69,-17.39,0
04/10/14,1872.28,1872.53,1830.87,1833.08,-39.1,0
04/09/14,1852.64,1872.43,1852.38,1872.18,20.22,0
04/08/14,1845.48,1854.95,1837.49,1851.96,6.9200000000001,0
04/07/14,1863.92,1864.04,1841.48,1845.04,-20.05,0
04/04/14,1890.25,1897.28,1863.26,1865.09,-23.68,0
04/03/14,1891.43,1893.8,1882.65,1888.77,-2.1300000000001,0
04/02/14,1886.61,1893.17,1883.79,1890.9,5.3800000000001,0
04/01/14,1873.96,1885.84,1873.96,1885.52,13.18,0
03/31/14,1859.16,1875.18,1859.16,1872.34,14.72,0
03/28/14,1850.07,1866.63,1850.07,1857.62,8.5799999999999,0
03/27/14,1852.11,1855.55,1842.11,1849.04,-3.52,0
03/26/14,1867.09,1875.92,1852.56,1852.56,-13.06,0
03/25/14,1859.48,1871.87,1855.96,1865.62,8.1799999999998,0
03/24/14,1867.67,1873.34,1849.69,1857.44,-9.0799999999999,0
03/21/14,1874.53,1883.97,1863.46,1866.52,-5.49,0
03/20/14,1860.09,1873.49,1854.63,1872.01,11.24,0
03/19/14,1872.25,1874.14,1850.65,1860.77,-11.48,0
03/18/14,1858.92,1873.76,1858.92,1872.25,13.42,0
03/17/14,1842.81,1862.3,1842.81,1858.83,17.7,0
03/14/14,1845.07,1852.44,1839.57,1841.13,-5.2099999999998,0
03/13/14,1869.06,1874.4,1841.86,1846.34,-21.86,0
03/12/14,1866.15,1868.38,1854.49,1868.2,0.56999999999994,0
03/11/14,1878.26,1882.35,1863.88,1867.63,-9.54,0
03/10/14,1877.86,1877.87,1867.04,1877.17,-0.86999999999989,0
03/07/14,1878.52,1883.53,1870.56,1878.04,1.01,0
03/06/14,1874.18,1881.94,1874.18,1877.03,3.22,0
03/05/14,1874.05,1876.53,1871.11,1873.81,-0.10000000000014,0
03/04/14,1849.23,1876.23,1849.23,1873.91,28.18,0
03/03/14,1857.68,1857.68,1834.44,1845.73,-13.72,0
02/28/14,1855.12,1867.92,1847.67,1859.45,5.1600000000001,0
02/27/14,1844.9,1854.53,1841.13,1854.29,9.1299999999999,0
02/26/14,1845.79,1852.65,1840.66,1845.16,0.040000000000191,0
02/25/14,1847.66,1852.91,1840.19,1845.12,-2.49,0
02/24/14,1836.78,1858.71,1836.78,1847.61,11.36,0
02/21/14,1841.07,1846.13,1835.6,1836.25,-3.53,0
02/20/14,1829.24,1842.79,1824.58,1839.78,11.03,0
02/19/14,1838.9,1847.5,1826.99,1828.75,-12.01,0
02/18/14,1839.03,1842.87,1835.01,1840.76,2.1299999999999,0
02/14/14,1828.46,1841.65,1825.59,1838.63,8.8000000000002,0
02/13/14,1814.82,1830.25,1809.22,1829.83,10.57,0
02/12/14,1820.12,1826.55,1815.97,1819.26,-0.49000000000001,0
02/11/14,1800.45,1823.54,1800.41,1819.75,19.91,0
02/10/14,1796.2,1799.94,1791.83,1799.84,2.8199999999999,0
02/07/14,1776.01,1798.03,1776.01,1797.02,23.59,0
02/06/14,1752.99,1774.06,1752.99,1773.43,21.79,0
02/05/14,1753.38,1755.79,1737.92,1751.64,-3.5599999999999,0
02/04/14,1743.82,1758.73,1743.82,1755.2,13.31,0
02/03/14,1782.68,1784.83,1739.66,1741.89,-40.7,0
01/31/14,1790.88,1793.88,1772.26,1782.59,-11.6,0
01/30/14,1777.17,1798.77,1777.17,1794.19,19.99,0
01/29/14,1790.15,1790.15,1770.98,1774.2,-18.3,0
01/28/14,1783,1793.87,1779.49,1792.5,10.94,0
01/27/14,1791.03,1795.98,1772.88,1781.56,-8.73,0
01/24/14,1826.96,1826.96,1790.29,1790.29,-38.17,0
01/23/14,1842.29,1842.29,1820.06,1828.46,-16.4,0
01/22/14,1844.71,1846.87,1840.88,1844.86,1.0599999999999,0
01/21/14,1841.05,1849.31,1832.38,1843.8,5.0999999999999,0
01/17/14,1844.23,1846.04,1835.23,1838.7,-7.1900000000001,0
01/16/14,1847.99,1847.99,1840.3,1845.89,-2.49,0
01/15/14,1840.52,1850.84,1840.52,1848.38,9.5,0
01/14/14,1821.36,1839.26,1821.36,1838.88,19.68,0
01/13/14,1841.26,1843.45,1815.52,1819.2,-23.17,0
01/10/14,1840.06,1843.15,1832.43,1842.37,4.2399999999998,0
01/09/14,1839,1843.23,1830.38,1838.13,0.6400000000001,0
01/08/14,1837.9,1840.02,1831.4,1837.49,-0.3900000000001,0
01/07/14,1828.71,1840.1,1828.71,1837.88,11.11,0
01/06/14,1832.31,1837.16,1823.73,1826.77,-4.5999999999999,0
01/03/14,1833.21,1838.24,1829.13,1831.37,-0.61000000000013,0
01/02/14,1845.86,1845.86,1827.74,1831.98,-16.38,0
12/31/13,1842.61,1849.44,1842.41,1848.36,7.29,0
12/30/13,1841.47,1842.47,1838.77,1841.07,-0.33000000000015,0
12/27/13,1842.97,1844.89,1839.81,1841.4,-0.61999999999989,0
12/26/13,1834.96,1842.84,1834.96,1842.02,8.7,0
12/24/13,1828.02,1833.32,1828.02,1833.32,5.3299999999999,0
12/23/13,1822.92,1829.75,1822.92,1827.99,9.6700000000001,0
12/20/13,1810.39,1823.75,1810.25,1818.32,8.72,0
12/19/13,1809,1810.88,1801.35,1809.6,-1.0500000000002,0
12/18/13,1781.46,1811.08,1768.36,1810.65,29.65,0
12/17/13,1786.47,1786.77,1777.05,1781,-5.54,0
12/16/13,1777.48,1792.22,1777.48,1786.54,11.22,0
12/13/13,1777.98,1780.92,1772.45,1775.32,-0.18000000000006,0
12/12/13,1781.71,1782.99,1772.28,1775.5,-6.72,0
12/11/13,1802.76,1802.97,1780.09,1782.22,-20.4,0
12/10/13,1807.6,1808.52,1801.75,1802.62,-5.75,0
12/09/13,1806.21,1811.52,1806.21,1808.37,3.28,0
12/06/13,1788.36,1806.04,1788.36,1805.09,20.06,0
12/05/13,1792.82,1792.82,1783.38,1785.03,-7.78,0
12/04/13,1793.15,1799.8,1779.09,1792.81,-2.3400000000001,0
12/03/13,1800.1,1800.1,1787.85,1795.15,-5.75,0
12/02/13,1806.55,1810.02,1798.6,1800.9,-4.9099999999999,0
11/29/13,1808.69,1813.55,1803.98,1805.81,-1.4200000000001,0
11/27/13,1803.48,1808.27,1802.77,1807.23,4.48,0
11/26/13,1802.87,1808.42,1800.77,1802.75,0.26999999999998,0
11/25/13,1806.33,1808.1,1800.58,1802.48,-2.28,0
11/22/13,1797.21,1804.84,1794.7,1804.76,8.9100000000001,0
11/21/13,1783.52,1797.16,1783.52,1795.85,14.48,0
11/20/13,1789.59,1795.73,1777.23,1781.37,-6.5,0
11/19/13,1790.79,1795.51,1784.72,1787.87,-3.6600000000001,0
11/18/13,1798.82,1802.33,1788,1791.53,-6.6500000000001,0
11/15/13,1790.66,1798.22,1790.66,1798.18,7.5600000000002,0
11/14/13,1782.75,1791.53,1780.22,1790.62,8.6199999999999,0
11/13/13,1764.37,1782,1760.64,1782,14.31,0
11/12/13,1769.51,1771.78,1762.29,1767.69,-4.2,0
11/11/13,1769.96,1773.44,1767.85,1771.89,1.2800000000002,0
11/08/13,1748.37,1770.78,1747.63,1770.61,23.46,0
11/07/13,1770.74,1774.54,1746.2,1747.15,-23.34,0
11/06/13,1765,1773.74,1764.4,1770.49,7.52,0
11/05/13,1765.67,1767.03,1755.76,1762.97,-4.96,0
11/04/13,1763.4,1768.78,1761.56,1767.93,6.29,0
11/01/13,1758.7,1765.67,1752.7,1761.64,5.1000000000001,0
10/31/13,1763.24,1768.53,1755.72,1756.54,-6.77,0
10/30/13,1772.27,1775.22,1757.24,1763.31,-8.6400000000001,0
10/29/13,1762.93,1772.09,1762.93,1771.95,9.8400000000001,0
10/28/13,1759.42,1764.99,1757.67,1762.11,2.3399999999999,0
10/25/13,1756.01,1759.82,1752.45,1759.77,7.7,0
10/24/13,1747.48,1753.94,1745.5,1752.07,5.6899999999998,0
10/23/13,1752.27,1752.27,1740.5,1746.38,-8.29,0
10/22/13,1746.48,1759.33,1746.48,1754.67,10.01,0
10/21/13,1745.2,1747.79,1740.67,1744.66,0.16000000000008,0
10/18/13,1736.72,1745.31,1735.74,1744.5,11.35,0
10/17/13,1720.17,1733.45,1714.12,1733.15,11.61,0
10/16/13,1700.49,1721.76,1700.49,1721.54,23.48,0
10/15/13,1709.17,1711.57,1695.93,1698.06,-12.08,0
10/14/13,1699.86,1711.03,1692.13,1710.14,6.9400000000001,0
10/11/13,1691.09,1703.44,1688.52,1703.2,10.64,0
10/10/13,1660.88,1692.56,1660.88,1692.56,36.16,0
10/09/13,1656.99,1662.47,1646.47,1656.4,0.95000000000005,0
10/08/13,1676.22,1676.79,1655.03,1655.45,-20.67,0
10/07/13,1687.15,1687.15,1674.7,1676.12,-14.38,0
10/04/13,1678.79,1691.94,1677.33,1690.5,11.84,0
10/03/13,1692.35,1692.35,1670.36,1678.66,-15.21,0
10/02/13,1691.9,1693.87,1680.34,1693.87,-1.1300000000001,0
10/01/13,1682.41,1696.55,1682.07,1695,13.45,0
09/30/13,1687.26,1687.26,1674.99,1681.55,-10.2,0
09/27/13,1695.52,1695.52,1687.11,1691.75,-6.9200000000001,0
09/26/13,1694.05,1703.85,1693.11,1698.67,5.9000000000001,0
09/25/13,1698.02,1701.71,1691.88,1692.77,-4.6500000000001,0
09/24/13,1702.6,1707.63,1694.9,1697.42,-4.4199999999998,0
09/23/13,1711.44,1711.44,1697.1,1701.84,-8.0700000000002,0
09/20/13,1722.44,1725.23,1708.89,1709.91,-12.43,0
09/19/13,1727.34,1729.86,1720.2,1722.34,-3.1800000000001,0
09/18/13,1705.74,1729.44,1700.35,1725.52,20.76,0
09/17/13,1697.73,1705.52,1697.73,1704.76,7.1600000000001,0
09/16/13,1691.7,1704.95,1691.7,1697.6,9.6099999999999,0
09/13/13,1685.04,1688.73,1682.22,1687.99,4.5699999999999,0
09/12/13,1689.21,1689.97,1681.96,1683.42,-5.71,0
09/11/13,1681.04,1689.13,1678.7,1689.13,5.1400000000001,0
09/10/13,1674.32,1684.09,1674.32,1683.99,12.28,0
09/09/13,1656.85,1672.4,1656.85,1671.71,16.54,0
09/06/13,1657.44,1664.83,1640.62,1655.17,0.090000000000146,0
09/05/13,1653.28,1659.17,1653.07,1655.08,2,0
09/04/13,1640.72,1655.72,1637.41,1653.08,13.31,0
09/03/13,1635.95,1651.35,1633.41,1639.77,6.8,0
08/30/13,1638.89,1640.08,1628.05,1632.97,-5.2,0
08/29/13,1633.5,1646.41,1630.88,1638.17,3.21,0
08/28/13,1630.25,1641.18,1627.47,1634.96,4.48,0
08/27/13,1652.54,1652.54,1629.05,1630.48,-26.3,0
08/26/13,1664.29,1669.51,1656.02,1656.78,-6.72,0
08/23/13,1659.92,1664.85,1654.81,1663.5,6.54,0
08/22/13,1645.03,1659.55,1645.03,1656.96,14.16,0
08/21/13,1650.66,1656.99,1639.43,1642.8,-9.55,0
08/20/13,1646.81,1658.92,1646.08,1652.35,6.29,0
08/19/13,1655.25,1659.18,1645.84,1646.06,-9.77,0
08/16/13,1661.22,1663.6,1652.61,1655.83,-5.49,0
08/15/13,1679.61,1679.61,1658.59,1661.32,-24.07,0
08/14/13,1693.88,1695.52,1684.83,1685.39,-8.77,0
08/13/13,1690.65,1696.81,1682.62,1694.16,4.6900000000001,0
08/12/13,1688.37,1691.49,1683.35,1689.47,-1.95,0
08/09/13,1696.1,1699.42,1686.02,1691.42,-6.0599999999999,0
08/08/13,1693.35,1700.18,1688.38,1697.48,6.5699999999999,0
08/07/13,1695.3,1695.3,1684.91,1690.91,-6.4599999999998,0
08/06/13,1705.79,1705.79,1693.29,1697.37,-9.7700000000002,0
08/05/13,1708.01,1709.24,1703.55,1707.14,-2.53,0
08/02/13,1706.1,1709.67,1700.68,1709.67,2.8000000000002,0
08/01/13,1689.42,1707.85,1689.42,1706.87,21.14,0
07/31/13,1687.76,1698.43,1684.94,1685.73,-0.23000000000002,0
07/30/13,1687.92,1693.19,1682.42,1685.96,0.63000000000011,0
07/29/13,1690.32,1690.92,1681.86,1685.33,-6.3200000000002,0
07/26/13,1687.31,1691.85,1676.03,1691.65,1.4000000000001,0
07/25/13,1685.21,1690.94,1680.07,1690.25,4.3099999999999,0
07/24/13,1696.06,1698.38,1682.57,1685.94,-6.45,0
07/23/13,1696.63,1698.78,1691.13,1692.39,-3.1399999999999,0
07/22/13,1694.41,1697.61,1690.67,1695.53,3.4400000000001,0
07/19/13,1686.15,1692.09,1684.08,1692.09,2.72,0
07/18/13,1681.05,1693.12,1681.05,1689.37,8.4599999999998,0
07/17/13,1677.91,1684.75,1677.91,1680.91,4.6500000000001,0
07/16/13,1682.7,1683.73,1671.84,1676.26,-6.24,0
07/15/13,1679.59,1684.51,1677.89,1682.5,2.3099999999999,0
07/12/13,1675.26,1680.19,1672.33,1680.19,5.1700000000001,0
07/11/13,1657.41,1676.63,1657.41,1675.02,22.4,0
07/10/13,1651.56,1657.48,1647.66,1652.62,0.29999999999995,0
07/09/13,1642.89,1654.18,1642.89,1652.32,11.86,0
07/08/13,1634.2,1644.68,1634.2,1640.46,8.5699999999999,0
07/05/13,1618.65,1632.07,1614.71,1631.89,16.48,0
07/03/13,1611.48,1618.97,1604.57,1615.41,1.3300000000002,0
07/02/13,1614.29,1624.26,1606.77,1614.08,-0.88000000000011,0
07/01/13,1609.78,1626.61,1609.78,1614.96,8.6800000000001,0
06/28/13,1611.12,1615.94,1601.06,1606.28,-6.9200000000001,0
06/27/13,1606.44,1620.07,1606.44,1613.2,9.9400000000001,0
06/26/13,1592.27,1606.83,1592.27,1603.26,15.23,0
06/25/13,1577.52,1593.79,1577.09,1588.03,14.94,0
06/24/13,1588.77,1588.77,1560.33,1573.09,-19.34,0
06/21/13,1588.62,1599.19,1577.7,1592.43,4.24,0
06/20/13,1624.62,1624.62,1584.32,1588.19,-40.74,0
06/19/13,1651.83,1652.45,1628.91,1628.93,-22.88,0
06/18/13,1639.77,1654.19,1639.77,1651.81,12.77,0
06/17/13,1630.64,1646.5,1630.34,1639.04,12.31,0
06/14/13,1635.52,1640.8,1623.96,1626.73,-9.6299999999999,0
06/13/13,1612.15,1639.25,1608.07,1636.36,23.84,0
06/12/13,1629.94,1637.71,1610.92,1612.52,-13.61,0
06/11/13,1638.64,1640.13,1623.05,1626.13,-16.68,0
06/10/13,1644.67,1648.69,1639.26,1642.81,-0.57000000000016,0
06/07/13,1625.27,1644.4,1625.27,1643.38,20.82,0
06/06/13,1609.29,1622.56,1598.23,1622.56,13.66,0
06/05/13,1629.05,1629.31,1607.09,1608.9,-22.48,0
06/04/13,1640.73,1646.53,1623.62,1631.38,-9.04,0
06/03/13,1631.71,1640.42,1622.72,1640.42,9.6800000000001,0
05/31/13,1652.13,1658.99,1630.74,1630.74,-23.67,0
05/30/13,1649.14,1661.91,1648.61,1654.41,6.0500000000002,0
05/29/13,1656.57,1656.57,1640.05,1648.36,-11.7,0
05/28/13,1652.63,1674.21,1652.63,1660.06,10.46,0
05/24/13,1646.67,1649.78,1636.88,1649.6,-0.91000000000008,0
05/23/13,1651.62,1655.5,1635.53,1650.51,-4.8399999999999,0
05/22/13,1669.39,1687.18,1648.86,1655.35,-13.81,0
05/21/13,1666.2,1674.93,1662.67,1669.16,2.8700000000001,0
05/20/13,1665.71,1672.84,1663.52,1666.29,-1.1800000000001,0
05/17/13,1652.45,1667.47,1652.45,1667.47,17,0
05/16/13,1658.07,1660.51,1648.6,1650.47,-8.3099999999999,0
05/15/13,1649.13,1661.49,1646.68,1658.78,8.4400000000001,0
05/14/13,1633.75,1651.1,1633.75,1650.34,16.57,0
05/13/13,1632.1,1636,1626.74,1633.77,0.069999999999936,0
05/10/13,1626.69,1633.7,1623.71,1633.7,7.03,0
05/09/13,1632.69,1635.01,1623.09,1626.67,-6.02,0
05/08/13,1625.95,1632.78,1622.7,1632.69,6.73,0
05/07/13,1617.55,1626.03,1616.64,1625.96,8.46,0
05/06/13,1614.4,1619.77,1614.21,1617.5,3.0799999999999,0
05/03/13,1597.6,1618.46,1597.6,1614.42,16.83,0
05/02/13,1582.77,1598.6,1582.77,1597.59,14.89,0
05/01/13,1597.55,1597.55,1581.28,1582.7,-14.87,0
04/30/13,1593.58,1597.57,1586.5,1597.57,3.96,0
04/29/13,1584.38,1596.65,1584.38,1593.61,11.37,0
04/26/13,1584.53,1585.78,1577.56,1582.24,-2.9200000000001,0
04/25/13,1578.93,1592.64,1578.93,1585.16,6.3700000000001,0
04/24/13,1578.78,1583,1575.8,1578.79,0.0099999999999909,0
04/23/13,1566.12,1579.58,1564.15,1578.78,16.28,0
04/22/13,1555.25,1565.55,1548.19,1562.5,7.25,0
04/19/13,1541.61,1555.89,1539.4,1555.25,13.64,0
04/18/13,1552.03,1554.38,1536.03,1541.61,-10.4,0
04/17/13,1569.89,1569.89,1543.69,1552.01,-22.56,0
04/16/13,1555.97,1575.35,1555.97,1574.57,22.21,0
04/15/13,1588.84,1588.84,1552.28,1552.36,-36.49,0
04/12/13,1593.3,1593.3,1579.97,1588.85,-4.52,0
04/11/13,1587.73,1597.35,1586.17,1593.37,5.6399999999999,0
04/10/13,1570.63,1589.07,1570.63,1587.73,19.12,0
04/09/13,1563.11,1573.89,1560.92,1568.61,5.54,0
04/08/13,1553.09,1563.07,1548.63,1563.07,9.79,0
04/05/13,1553.32,1554.66,1539.5,1553.28,-6.7,0
04/04/13,1554.19,1562.6,1552.52,1559.98,6.29,0
04/03/13,1570.25,1571.47,1549.8,1553.69,-16.56,0
04/02/13,1562.17,1573.66,1562.17,1570.25,8.0799999999999,0
04/01/13,1568.77,1570.57,1558.47,1562.17,-7.02,0
03/28/13,1562.86,1570.28,1561.08,1569.19,6.3400000000001,0
03/27/13,1563.75,1564.07,1551.9,1562.85,-0.92000000000007,0
03/26/13,1551.69,1563.95,1551.69,1563.77,12.08,0
03/25/13,1556.89,1564.91,1546.22,1551.69,-5.2,0
03/22/13,1545.9,1557.74,1545.9,1556.89,11.09,0
03/21/13,1558.71,1558.71,1543.55,1545.8,-12.91,0
03/20/13,1548.34,1561.56,1548.34,1558.71,10.37,0
03/19/13,1552.1,1557.25,1538.57,1548.34,-3.76,0
03/18/13,1560.7,1560.7,1545.13,1552.1,-8.6000000000001,0
03/15/13,1563.21,1563.62,1555.74,1560.7,-2.53,0
03/14/13,1554.52,1563.32,1554.52,1563.23,8.71,0
03/13/13,1552.48,1556.39,1548.25,1554.52,2.04,0
03/12/13,1556.22,1556.77,1548.24,1552.48,-3.74,0
03/11/13,1551.15,1556.27,1547.36,1556.22,5.04,0
03/08/13,1547.05,1552.48,1542.94,1551.18,6.9200000000001,0
03/07/13,1541.46,1545.78,1541.46,1544.26,2.8,0
03/06/13,1539.79,1545.25,1538.11,1541.46,1.6700000000001,0
03/05/13,1528.64,1543.47,1528.64,1539.79,14.59,0
03/04/13,1518.2,1525.27,1512.29,1525.2,7,0
03/01/13,1514.68,1519.99,1501.96,1518.2,3.52,0
02/28/13,1515.99,1525.34,1514.46,1514.68,-1.3099999999999,0
02/27/13,1496.94,1520.08,1494.88,1515.99,19.05,0
02/26/13,1490.03,1498.99,1485.01,1496.94,9.0900000000001,0
02/25/13,1515.6,1525.84,1487.85,1487.85,-27.75,0
02/22/13,1502.42,1515.64,1502.42,1515.6,13.18,0
02/21/13,1511.95,1511.95,1497.29,1502.42,-9.53,0
02/20/13,1530.94,1530.94,1511.41,1511.95,-18.99,0
02/19/13,1519.79,1530.94,1519.79,1530.94,11.15,0
02/15/13,1521.38,1524.24,1514.14,1519.79,-1.5900000000001,0
